area,aspect_ratio,circularity,solidity,h,s,v,label
137850.5,1.2147971360381862,0.7148730705061038,0.9866020147077242,175.58547255349254,175.928784903699,230.06180878403742,1
9844.0,0.4729064039408867,0.5108837854781885,0.971335537026987,173.5875683739433,197.38319244157134,197.1700646444555,1
10366.5,0.986013986013986,0.7327060767764988,0.9790800906686815,176.2337575987842,205.57000379939208,171.73869680851064,1
10364.5,0.9790209790209791,0.7313738414419023,0.9750235183443086,176.11579747316426,205.8590291631044,171.93169943953643,1
3891.5,0.8051948051948052,0.7270035228278408,0.9704488778054863,172.3398058252427,209.31516056758775,139.84092606422703,1
3887.0,0.8051948051948052,0.7228936611427305,0.9699313786650031,173.6257164216297,209.62521804136557,139.81535011213555,1
2258.5,0.4375,0.6283506916478502,0.9758047094404839,176.36425243540873,215.89707750952985,134.65226598898772,1
2260.5,0.4375,0.6240326994400857,0.9751941328731665,176.27930596699113,215.51333051206095,134.5950063478629,1
6316.0,0.6141732283464567,0.6665257298207834,0.9756700393913648,172.19542362399505,196.86270871985158,107.41280148423006,1
6314.0,0.6141732283464567,0.666314670835353,0.9740069417662939,172.09031858954532,196.64692236313024,107.34812867305908,1
4880.5,0.6346153846153846,0.6802348790167029,0.9626232741617357,172.91711496314008,210.09802749551704,146.77166766288104,1
7053.5,0.7416666666666667,0.685747026565247,0.9730978823204801,175.35883575883574,206.38475398475396,114.54733194733194,1
3106.0,0.3853211009174312,0.5699885607404439,0.9656458883879994,166.94356589147287,159.4368992248062,112.52589147286822,1
7966.0,0.7202797202797203,0.688206390067826,0.9754484785403784,171.61600985221673,221.893842364532,155.49495073891623,1
9020.5,0.762962962962963,0.6883404146372155,0.9771434761414721,173.82078034996198,212.20236930768397,111.08607760026085,1
9013.5,0.762962962962963,0.6878062554550792,0.9783458156952133,173.96791385686316,212.32521209484446,110.98879704154884,1
1195.5,0.2857142857142857,0.3540770018508995,0.9325273010920437,145.65220759101473,169.83888458559258,128.5406661502711,1
3007.0,1.1311475409836065,0.7129134955214922,0.969062197873026,169.89755940912008,215.54977520873473,114.59344894026974,1
2998.5,1.1147540983606556,0.7197131327973642,0.9735389610389611,171.35555555555555,215.74041867954912,114.38454106280193,1
4415.0,0.6464646464646465,0.6527500932789101,0.9800221975582686,174.87716985277962,200.83981542518129,162.94286969896726,1
5824.5,0.9714285714285714,0.5993301869277913,0.9529613874345549,174.9841030789826,136.3418674698795,150.35542168674698,1
